epoch,loss,accuracy,val_loss,val_accuracy
0,0.14105355739593506,0.9520569443702698,0.11203143000602722,0.9617129564285278
1,0.11040152609348297,0.9619449377059937,0.09953513741493225,0.9675195217132568
2,0.10634088516235352,0.9636685252189636,0.09620623290538788,0.9678823947906494
3,0.09401889890432358,0.9679321646690369,0.08925678580999374,0.9696969985961914
4,0.08745680004358292,0.9696103930473328,0.08654867857694626,0.970967173576355
